text,aspect,sentiment,source,source_row_id
"Aplikasi Kompas ID terus ngisi memori internal padahal harusnya bisa disimpan ke SD card saat download, aplikasi lain udah bisa gitu tapi ini masih belum. Kalo ga diperbaiki mungkin aku bakal cancel langganan nih.",Performa (Technical & Access),Negatif,augmented_round1,971
"Aplikasi ini stabil banget, nggak pernah crash selama sebulan terakhir saya pakai",Performa (Technical & Access),Positif,augmented_round1,823
Aplikasi kompas id setelah update terakhir jadi lebih responsif dan lancar banget saat dibuka,Performa (Technical & Access),Positif,augmented_round1,829
"Berita olahraga kompas ketinggalan banget, hasil pertandingan udah lama tapi masih belum muncul di app",Kualitas Konten,Negatif,augmented_round1,1186
"Tampilan di iPad mini 7 orientasi portrait masih ada yang terpotong di sisi kanan kiri, jadi kurang nyaman dipandang. Tolong diperbaiki ya.",Tampilan (UI/UX),Negatif,augmented_round1,976
"Jadi pelanggan kompas.id gampang banget dan fleksibel sesuai kebutuhan, bisa baca berita berkualitas kapan aja dimana aja. Harga berlangganannya juga worth it bgt, puas deh!",Langganan (Subscription & Pricing),Positif,augmented_round1,659
"Rubrik Jendela ga ada di edisi cetak, padahal itu konten bagus yg seharusnya disertakan. Tapi klo mau baca lengkap kudu bayar mahal banget, sampe sejuta. Kecewa bgt sih.",Kualitas Konten,Negatif,augmented_round1,688
"Aplikasi sering force close pas login, tolong diperbaiki bug-nya dong.",Performa (Technical & Access),Negatif,augmented_round1,605
"Konten-kontennya sangat informatif dan bermanfaat banget, makasih Kompas!",Kualitas Konten,Positif,augmented_round1,270
"Kompas emang layak diapresiasi, beritanya selalu akurat dan terpercaya banget deh!",Kualitas Konten,Positif,augmented_round1,290
"Redaksi kayaknya ga netral, beritanya bisa dipengaruhi uang.",Kualitas Konten,Negatif,augmented_round1,1093
"Tampilan di iPad mini masih bermasalah, konten sering terpotong di sisi kanan kirinya tolong diperbaiki",Tampilan (UI/UX),Negatif,augmented_round1,535
"dapat promo gratis 3 bulan dari traveloka, super worth it bgt, ga ada iklan sama sekali, konten beritanya berkualitas, bisa didengarkan juga, plus akses e-paper lengkap, benar-benar harga yang sangat sebanding dengan apa yang didapat",Langganan (Subscription & Pricing),Positif,augmented_round1,1152
"Berita-beritanya akurat dan selalu update, praktis banget ga perlu beli koran lagi",Kualitas Konten,Positif,augmented_round1,265
"Beritanya kurang mendalam dibanding aplikasi berita lain, kontennya terasa kurang komprehensif",Kualitas Konten,Negatif,augmented_round1,1243
"Berita-beritanya berimbang dan akurat, Kompas emang terpercaya banget.",Kualitas Konten,Positif,augmented_round1,1056
"Fitur download e-paper ga berfungsi dengan baik, harus download ulang setiap kali mau dibaca padahal udah disimpan, boros kuota banget... Bintang 1 aja deh.",Fungsionalitas,Negatif,augmented_round1,490
"Udah bertahun-tahun jadi subscriber dan harganya totally worth it, ga nyesel sama sekali.",Langganan (Subscription & Pricing),Positif,augmented_round1,770
"Kompas selalu memberikan berita yg akurat dan terpercaya, jadi jendela terbaik untuk memahami Indonesia. Setiap hari aku andalkan Kompas untuk update berita terkini dari berbagai daerah dengan fakta yg lengkap dan berimbang. Terima kasih sudah jadi panduan dalam mencari informasi berkualitas. Tetap semangat! ✊🇮🇩",Kualitas Konten,Positif,augmented_round1,1147
"Beritanya akurat dan selalu update, bahasanya juga mudah dipahami banget.",Kualitas Konten,Positif,augmented_round1,885
Kontennya sangat akurat dan selalu update banget,Kualitas Konten,Positif,augmented_round1,1052
"QR code dari koran cetak kompas selalu error, padahal sudah dipastikan edisi hari ini. Ini udah berlangsung lebih dari 3 hari dan sangat mengganggu.",Performa (Technical & Access),Negatif,augmented_round1,726
"Artikelnya komprehensif banget, penulisannya berbobot, dan karakteristik Kompas tetap terjaga dengan baik.",Kualitas Konten,Positif,augmented_round1,384
"Berita yg disajikan sering duplikat, judulnya berulang-ulang banget dan bikin bosan.",Kualitas Konten,Negatif,augmented_round1,456
"Aplikasi bagus sih, tapi ada masalah teknis pas download ePaper. Setiap kali keluar aplikasi harus di-install ulang, padahal dulu ga gitu. Ini mulai terjadi setelah update terbaru. Semoga tim developer baca feedback ini dan segera benerin. Maaf kasih bintang 3/5 aja.",Performa (Technical & Access),Negatif,augmented_round1,1165
"Sejak update iPad OS 15 aplikasi jadi error terus, artikel gabisa dibuka sama sekali. Loading nya stuck dan ga pernah selesai. Tolong diperbaiki…",Performa (Technical & Access),Negatif,augmented_round1,725
"Kompas.id memberikan informasi yang akurat, aktual, dan sangat kredibel.",Kualitas Konten,Positif,augmented_round1,176
Aplikasi langsung force close pas login pertama kali setelah install versi 11.3,Performa (Technical & Access),Negatif,augmented_round1,954
"Tampilan aplikasi di iPad sangat tidak nyaman, fontnya terlalu kecil dan sulit dibaca meski mata normal, padahal perlu di-zoom dulu baru bisa dilihat dengan jelas.",Tampilan (UI/UX),Negatif,augmented_round1,750
"Berita di app ini banyak yang udah kadaluarsa dan ga relevan, terutama lowongan kerja yg ga pernah diupdate. Gimana bisa bermanfaat buat pembaca kalo kontennya ketinggalan zaman gini, harusnya lebih teliti dalam memilih berita yg layak tayang.",Kualitas Konten,Negatif,augmented_round1,1151
"Berita di KOMPAS selalu akurat, lengkap, dan bisa dipercaya banget****",Kualitas Konten,Positif,augmented_round1,508
"Berita tentang timnas ga aktual, masih nampil berita lama dari 2023 padahal udah cari yg paling terkini",Kualitas Konten,Negatif,augmented_round1,865
"Setelah update terbaru, e-paper jadi susah dibaca di iPad karena hanya support mode landscape, padahal dulu bisa portrait juga. Sangat mengecewakan!",Tampilan (UI/UX),Negatif,augmented_round1,719
Apakah ada pilihan metode pembayaran langganan selain transfer bank?,Langganan (Subscription & Pricing),Netral,augmented_round1,759
"Berita Kompas semakin tidak seimbang, sumber yg dipakai selalu dr pihak yg sama aja.",Kualitas Konten,Negatif,augmented_round1,1197
"Aplikasinya error terus, ga bisa masuk akun dan berita2nya ga muncul di setiap kategori",Performa (Technical & Access),Negatif,augmented_round1,129
"Kompas emang parah, foto sama tulisannya ga cocok sama sekali, berita kayak gini mesti dilaporin ke Dewan Pers.",Kualitas Konten,Negatif,augmented_round1,317
"Aplikasi lemot banget, artikel ga mau muncul",Performa (Technical & Access),Negatif,augmented_round1,130
"Beritanya kurang update, perlu ditingkatkan lagi.",Kualitas Konten,Negatif,augmented_round1,849
"Meski berlangganan, berita dan artikelnya jauh lebih berkualitas dan terpercaya dibanding aplikasi lain. Recommended!",Kualitas Konten,Positif,augmented_round1,397
"Paket berlangganan mahal banget padahal konten masih penuh iklan, rugi deh bayar segala.",Langganan (Subscription & Pricing),Negatif,augmented_round1,343
"Tampilan epaper kompas bagus sih, tapi sayang banget ga bisa diputar landscape di iPad saya, jadi harus selalu portrait aja yang bikin tidak nyaman. Tolong dong min ditambahkan fitur rotasi layar biar lebih fleksibel, soalnya sumber berita favorit saya cuma kompas. Semoga segera diupdate ya, kalo udah bisa landscape pasti saya kasih rating 5 bintang deh, keep up the good work!",Tampilan (UI/UX),Negatif,augmented_round1,730
Biasanya kapan sih kompas id ngadain promo harga langganan,Langganan (Subscription & Pricing),Netral,augmented_round1,756
Fitur text to speech-nya berfungsi dengan baik dan semua fitur yang tersedia benar-benar membantu dan memuaskan pengguna.,Fungsionalitas,Positif,augmented_round1,1037
"Proses checkout berlangganan pake voucher blibli di kompas super ribet bgt, loading terus menerus, pas mau bayar malah redirect ke halaman awal, voucher 70rb ilang gitu aja padahal belum selesai transaksi, sistem bilang udah terpakai tp aku ga sempet selesaiin checkout, aplikasi nya benar2 payah dan merugikan, jadi kapok deh beli voucher lewat app kompas, minta pertanggungjawaban dong!!",Performa (Technical & Access),Negatif,augmented_round1,1162
"Beritanya akurat dan berimbang, media yg terpercaya",Kualitas Konten,Positif,augmented_round1,219
"Berita Kompas sejak 2023 jadi berpihak dan kehilangan kredibilitas, tidak lagi netral seperti dulu. Sayang bgt media yg dulu dipercaya sekarang jadi propaganda politik, bukan jurnalisme sejati.",Kualitas Konten,Negatif,augmented_round1,961
Aplikasi kompas id setelah update terakhir jadi lebih responsif dan lancar banget tanpa hambatan saat browsing,Performa (Technical & Access),Positif,augmented_round1,829
"Sayang banget fontnya terlalu kecil, padahal bisa aja dikasih opsi untuk di-customize ukurannya.",Tampilan (UI/UX),Negatif,augmented_round1,470
"Sayang harus bayar langganan, banyak aplikasi berita lain yg gratis kok, jadi uninstall aja deh.",Langganan (Subscription & Pricing),Negatif,augmented_round1,444
"Sejak jadi subscriber, berita yang saya dapat jauh lebih akurat dan terpercaya",Kualitas Konten,Positif,augmented_round1,860
"Desainnya sangat nyaman dipandang mirip kayak baca website, tapi berita disajikan lebih mendalam tanpa iklan yang mengganggu, plus ada opsi tampilan seperti koran yang bikin pengalaman membaca jadi lebih fleksibel sesuai selera.",Tampilan (UI/UX),Positif,augmented_round1,626
Konten Kompas.id benar-benar memperluas pengetahuan dan perspektif saya,Kualitas Konten,Positif,augmented_round1,287
"Aplikasi kompas id update terakhir jadi lebih enteng dan responsif banget, loading-nya cepat dan lancar ga ada hambatan teknis.",Performa (Technical & Access),Positif,augmented_round1,723
"Lebih hemat banget dibanding beli koran cetak, harga langganan digital Kompas jauh lebih terjangkau",Langganan (Subscription & Pricing),Positif,augmented_round1,768
Paket tahunan dengan harga terjangkau bikin saya senang banget berlangganan,Langganan (Subscription & Pricing),Positif,augmented_round1,764
"Awalnya lancar, tapi setelah beberapa bulan pake jadi super lambat. Download ePaper sering error, muncul notif time-out berkali-kali, dan butuh 15-20 menit baru bisa selesai 100%. Capek deh, jangan langganan kalo ga mau frustrasi.",Performa (Technical & Access),Negatif,augmented_round1,735
"Promo awal untuk member baru terbilang menguntungkan, sangat memudahkan",Langganan (Subscription & Pricing),Positif,augmented_round1,1168
"Beritanya terpercaya dan selalu akurat, Kompas emang top deh",Kualitas Konten,Positif,augmented_round1,512
"Berita di aplikasi ini terlalu banyak clickbait dan framing, apalagi soal tokoh tertentu, jadi ga bisa dipercaya.",Kualitas Konten,Negatif,augmented_round1,314
"Kompas ini parah bgt, foto sama judulnya ga match, beritanya jadi membingungkan. Harusnya diperbaiki atau dilaporin ke Dewan Pers.",Kualitas Konten,Negatif,augmented_round1,317
Aktivasi akun premium berjalan lancar dan langsung bisa digunakan setelah pembayaran berhasil diproses.,Performa (Technical & Access),Positif,augmented_round1,826
"Berita di kompas banyak banget yang ga kredibel, datanya sering keliru dan kayaknya ga di-verifikasi dengan baik",Kualitas Konten,Negatif,augmented_round1,1191
"Navigasi antar halaman di aplikasi ini terasa smooth dan ga berat, responsifnya mantap banget.",Tampilan (UI/UX),Positif,augmented_round1,793
Aplikasinya ga mau kebuka sama sekali,Performa (Technical & Access),Negatif,augmented_round1,30
"Aplikasi di iPhone 12Pro iOS 18.2 punya masalah layout, margin samping kiri kanan jadi terpotong dan bikin konten berita susah dibaca. Padahal di browser lancar aja. Tolong diperbaiki dong!",Tampilan (UI/UX),Negatif,augmented_round1,706
"Semoga aplikasi Kompas.id bisa tersedia di Windows Store juga, karena lebih nyaman dibaca di PC dan Laptop. Ditunggu kehadirannya di platform tersebut ya.",Performa (Technical & Access),Netral,augmented_round1,695
"Banyak artikel kompas judulnya bikin salah paham, isinya ga sesuai sama judul, clickbait banget deh",Kualitas Konten,Negatif,augmented_round1,1190
Sangat puas dapet penawaran langganan tahunan dengan harga yang terjangkau banget,Langganan (Subscription & Pricing),Positif,augmented_round1,764
Aplikasi crash terus di ipad.. udah bayar setahun tp ga bisa dipakai.. tolong diperbaiki asap,Performa (Technical & Access),Negatif,augmented_round1,570
"Lebih hemat dan praktis berlangganan versi digital Kompas dibanding beli koran fisik, bisa dibaca kapan saja dimana saja 🙂",Langganan (Subscription & Pricing),Positif,augmented_round1,369
"Kalo Kompasiana emang bagian dr Kompas, harusnya konten penulis disaring lebih ketat lagi.... makin hari makin banyak artikel ga berkualitas n ga beretika bgt....",Kualitas Konten,Negatif,augmented_round1,1086
"Aplikasi ini error terus di iOS 11, ga bisa dibuka sama sekali malah langsung force close. Kompas kayaknya ga serius-serius amat dalam develop aplikasinya. Sayang banget, jauh ketinggalan dibanding kompetitor digital lainnya.",Performa (Technical & Access),Negatif,augmented_round1,748
"Pengen langganan tp aplikasinya error terus, ga bisa proses. Tolong diperbaiki!!",Performa (Technical & Access),Negatif,augmented_round1,597
"Konten olahraga dan teknologi di kompas terlalu superfisial, cuma fokus berita besar aja tanpa pembahasan yang mendalam.",Kualitas Konten,Negatif,augmented_round1,1202
"Berita dan ulasannya akurat serta selalu update, bisa diakses kapan aja sesuai butuh... prosesnya juga gampang dan bisa disesuaikan dgn preferensi. Makasih Kompas.id!",Kualitas Konten,Positif,augmented_round1,659
"Beritanya informatif dan selalu update tentang perkembangan negara kita, sangat berguna banget",Kualitas Konten,Positif,augmented_round1,904
Fitur bookmark artikel sangat membantu saya untuk menyimpan berita yang ingin dibaca nanti.,Fungsionalitas,Positif,augmented_round1,807
Aplikasi ini berjalan lancar dan tidak boros baterai sama sekali di perangkat saya.,Performa (Technical & Access),Positif,augmented_round1,1005
bosan deh harus bayar langganan segala.. mending gratis aja atau bundel sama paket internet gitu sih.,Langganan (Subscription & Pricing),Negatif,augmented_round1,1095
"cari berita olahraga terkini malah ketemu artikel lama dr tahun 2023, berita ga fresh bgt",Kualitas Konten,Negatif,augmented_round1,1031
"Beritanya selalu akurat dan terkini, plus ada e-paper yg sama persis kayak koran aslinya, mantap bgt!",Kualitas Konten,Positif,augmented_round1,260
"Saya suka banget buka Kompas karena beritanya selalu akurat dan penting, banyak informasi berguna yang bisa jadi pembelajaran buat kita semua, semoga Kompas terus sukses dan berkembang Amiin.",Kualitas Konten,Positif,augmented_round1,631
"kenapa aplikasi kompas saya sering error saat login??? padahal udah bayar langganan, harusnya bisa diakses dengan lancar. tolong diperbaiki admin, ini udah berulang kali terjadi 😞",Performa (Technical & Access),Negatif,augmented_round1,621
"Aplikasinya memang user-friendly dan mudah digunakan, tapi sayangnya konten beritanya ga netral dan terasa ada kepentingan politik di baliknya, jadi akhirnya saya uninstall karena butuh sumber berita yang objektif dan kredibel.",Kualitas Konten,Negatif,augmented_round1,699
