Komentar,UI/UX,Functionality,Subscription & Pricing,Content Quality,Technical & Access
Mohon perbanyak liputan mendalam tentang perkembangan usaha kecil dan menengah di tanah air,,,,0.0,
Mohon perluas cakupan berita mengenai perkembangan usaha kecil dan menengah di tanah air,,,,0.0,
Mohon pertimbangkan fitur text to speech agar bisa berjalan di latar belakang saat membuka aplikasi lain.,,0.0,,,
"Mohon pertimbangkan untuk memberikan akses gratis lebih banyak bagi pelajar dan mahasiswa, karena saat ini hanya tersedia tiga kali baca gratis sebelum harus berlangganan berbayar, apakah bisa ditambah kuota gratisnya?",,,0.0,,
"Mohon pertimbangkan untuk menambah liputan yang lebih relevan bagi kalangan muda supaya mereka tertarik membaca berita di kompas.id, serta perbanyak komunikasi tentang nilai tambah berlangganan premium dibanding hanya fokus pada cara download.",,,,0.0,
"Mohon pertimbangkan untuk menambahkan fitur baca nanti pada semua artikel, baik di website maupun aplikasi, karena masih ada beberapa artikel yg belum memiliki fungsi tersebut.",,0.0,,,
"Mohon pertimbangkan untuk menambahkan fitur back to top, misalnya dengan klik tab aktif agar bisa langsung kembali ke konten teratas + fitur refresh otomatis",,0.0,,,
Mohon pertimbangkan untuk menambahkan fitur pencarian yang bisa disaring berdasarkan tanggal publikasi,,0.0,,,
Mohon pertimbangkan untuk menambahkan fitur penyimpanan artikel supaya bisa dibaca di waktu lain.,,0.0,,,
Mohon pertimbangkan untuk menambahkan opsi font yang lebih casual di aplikasi Kompas.id,0.0,,,,
"Mohon pertimbangkan untuk menyederhanakan alur pembayaran langganan di kompas.id, misalnya dengan fitur one-click payment, dan pastikan proses verifikasi lebih cepat setelah transaksi selesai tanpa perlu mengisi formulir identitas berulang kali.",,,0.0,,
"Mohon pertimbangkan untuk menyederhanakan alur pembayaran langganan di situs kompas.id, misalnya dengan fitur one click payment, dan pastikan proses verifikasi identitas tidak perlu diulang setiap kali berlangganan agar transaksi lebih cepat diproses.",,,0.0,,
"Mohon pertimbangkan untuk menyederhanakan alur pembayaran langganan di situs kompas.id, misalnya dengan fitur pembayaran sekali klik, dan pastikan sistem lebih cepat memproses transaksi karena saat ini waktu tunggu setelah pembayaran cukup lama, selain itu juga mohon agar tidak perlu mengisi ulang data identitas setiap kali berlangganan.",,,0.0,,
Mohon promosi langganannya diperpanjang lagi.,,,0.0,,
Mohon redaksi kompas terus mempertahankan objektivitas dalam setiap pemberitaan,,,,0.0,
Mohon redaksi kompas terus mempertahankan standar akurasi dan ketelitian dalam setiap penulisan beritanya.,,,,0.0,
Mohon redaksi kompas terus mempertahankan standar objektivitas dalam setiap pelaporan berita,,,,0.0,
Mohon redaksi kompas tetap menjaga kredibilitas dan objektivitas dalam setiap pemberitaan.,,,,0.0,
Mohon redaksi kompas tetap menjaga standar akurasi dan keseimbangan dalam setiap pemberitaan.,,,,0.0,
Mohon redaksi kompas untuk menyertakan lebih banyak analisis dari para ahli di setiap pemberitaan isu utama.,,,,0.0,
Mohon rubrik sains dan teknologi di kompas lebih sering dimuat artikelnya,,,,0.0,
Mohon rubrik sains dan teknologi di kompas.id lebih sering diperbarui agar konten tetap aktual.,,,,0.0,
"Mohon sajikan berita dengan cara yang lebih seimbang dan proporsional, serta prioritaskan kepentingan publik dalam setiap liputan.",,,,0.0,
"Mohon sajikan berita dengan perspektif yg seimbang dan proporsional, hindari bias penguasa, serta utamakan kepentingan publik dalam setiap liputan.",,,,0.0,
"Mohon sajikan berita dengan perspektif yg seimbang dan tidak berpihak pada kekuasaan tertentu, utamakan kepentingan publik dalam setiap liputan.",,,,0.0,
"Mohon sajikan berita dengan perspektif yg seimbang dan tidak memihak salah satu pihak, serta utamakan kepentingan publik dalam setiap liputan.",,,,0.0,
Mohon sajikan berita yang faktual dan spesifik.,,,,0.0,
"Mohon sajikan berita yg faktual dan terverifikasi, kurangi konten promosi berlebihan.",,,,0.0,
Mohon setiap artikel kompas mencakup perspektif dari semua pihak yang terkait dalam berita tersebut.,,,,0.0,
Mohon standar kualitas penulisan berita di Kompas tetap terjaga dengan konsisten oleh semua jurnalis.,,,,0.0,
Mohon standar penulisan jurnalistik di Kompas tetap terjaga dengan konsisten oleh semua tim redaksinya.,,,,0.0,
Mohon tambahkan berita dengan konten yg lebih mendalam dan informatif,,,,0.0,
Mohon tambahkan berita-berita yg lebih mendalam dan informatif di setiap updatenya,,,,0.0,
"Mohon tambahkan fitur dark mode dan pengaturan ukuran teks, karena kebanyakan aplikasi berita berbayar lainnya sudah menyediakan kedua fitur tersebut.",0.0,,,,
"Mohon tambahkan fitur dark mode dan pengaturan ukuran teks, mengingat aplikasi pembaca konten berbayar lainnya sudah menyediakan opsi tersebut.",0.0,,,,
Mohon tambahkan fitur dark mode untuk kenyamanan membaca di kondisi cahaya rendah.,0.0,,,,
Mohon tambahkan fitur dark mode untuk memudahkan pembacaan di malam hari.,0.0,,,,
Mohon tambahkan fitur mode baca dengan latar gelap agar lebih optimal untuk membaca di kondisi cahaya rendah.,0.0,,,,
Mohon tambahkan fitur mode baca yang menyembunyikan navigasi agar pembaca bisa fokus pada konten.,0.0,,,,
Mohon tambahkan fitur offline mode untuk e-paper agar tetap bisa diakses saat di pesawat. Terima kasih,,0.0,,,
"Mohon tambahkan fitur tab khusus untuk berita pilihan agar bisa scroll terus-menerus, dan untuk epaper tolong buat judul berita menjadi link yang bisa langsung diklik untuk membuka tampilan baca.",0.0,,,,
Mohon tambahkan fitur tema gelap untuk membaca di malam hari,0.0,,,,
Mohon tambahkan fitur unduh berita supaya bisa dibaca ketika sedang offline,,0.0,,,
Mohon tambahkan fitur untuk menyesuaikan tingkat kontras pada tampilan artikel,0.0,,,,
Mohon tambahkan konten berita yang lebih lengkap dan mendalam di setiap updatenya.,,,,0.0,
Mohon tambahkan konten berita yang lebih mendalam dan komprehensif di setiap updatenya,,,,0.0,
Mohon tambahkan konten berita yg lebih mendalam dan lengkap di setiap updatenya,,,,0.0,
Mohon tambahkan lebih banyak analisis dari para pakar dalam setiap berita penting yang disajikan.,,,,0.0,
Mohon tambahkan lebih banyak artikel ekonomi dan bisnis dalam update harian kompas.id,,,,0.0,
Mohon tambahkan lebih banyak artikel investigasi mendalam yang faktual dan terverifikasi.,,,,0.0,
Mohon tambahkan lebih banyak artikel mendalam tentang isu-isu lingkungan dan perubahan iklim di Indonesia,,,,0.0,
Mohon tambahkan lebih banyak artikel mendalam tentang isu-isu terkini agar pembaca mendapat pemahaman yang lebih lengkap.,,,,0.0,
Mohon tambahkan lebih banyak artikel mengenai isu-isu lingkungan dan perubahan iklim di aplikasi ini.,,,,0.0,
Mohon tambahkan lebih banyak artikel yang relevan untuk kalangan muda agar mereka tertarik membaca konten kompas.id secara rutin.,,,,0.0,
Mohon tambahkan lebih banyak artikel yang relevan untuk pembaca muda agar konten aplikasi lebih menarik bagi kalangan milenial dan gen z.,,,,0.0,
Mohon tambahkan lebih banyak artikel yg relevan untuk kalangan muda supaya mereka tertarik baca berita di kompas.id.,,,,0.0,
"Mohon tambahkan lebih banyak artikel yg relevan untuk pembaca muda dan milenial, serta perjelas manfaat berlangganan kompas.id agar mereka tertarik membaca.",,,,0.0,
Mohon tambahkan lebih banyak berita dari daerah di luar Jawa supaya cakupan beritanya lebih luas,,,,0.0,
Mohon tambahkan lebih banyak episode podcast berita agar pembaca yg prefer audio bisa lebih terlayani,,,,0.0,
"Mohon tambahkan lebih banyak konten yang relevan untuk kalangan muda agar mereka tertarik membaca, dan perjelas manfaat berlangganan kompas.id dibanding hanya fokus pada cara download saja.",,,,0.0,
Mohon tambahkan lebih banyak konten yang relevan untuk kalangan muda dan milenial agar mereka tertarik membaca di aplikasi ini.,,,,0.0,
Mohon tambahkan lebih banyak visualisasi data agar berita yang rumit lebih mudah dipahami.,,,,0.0,
"Mohon tambahkan liputan bisnis dan ekonomi dengan pembahasan yang lebih mendalam dan detail, sehingga kompas bisa menjadi satu platform berita lengkap untuk semua aspek kehidupan.",,,,0.0,
"Mohon tambahkan metode pembayaran lain untuk berlangganan, seperti voucher google play atau opsi pembayaran alternatif lainnya.",,,0.0,,
"Mohon tambahkan opsi baca landscape dan fitur rotate otomatis, karena tampilan 2-page view pada koran memerlukan lebar layar yang lebih besar untuk kenyamanan membaca, juga diharapkan konten bisa diakses tanpa perlu download e-paper terlebih dahulu seperti di versi browser.",0.0,,,,
Mohon tambahkan opsi dark mode agar lebih nyaman untuk membaca di malam hari,0.0,,,,
Mohon tambahkan opsi dark mode dan mode landscape agar pengalaman membaca artikel lebih fleksibel.,0.0,,,,
"Mohon tambahkan opsi layout yang lebih sesuai standar berita digital, seperti yang ada di aplikasi koran tempo, supaya ga perlu zoom in zoom out terus saat baca artikel di ponsel.",0.0,,,,
Mohon tambahkan opsi pengaturan ukuran font agar teks bisa dibaca dengan lebih jelas.,0.0,,,,
Mohon tambahkan opsi pilihan ukuran dan jenis font,0.0,,,,
Mohon tambahkan opsi tampilan gelap dan mode horizontal agar pengalaman membaca lebih fleksibel.,0.0,,,,
Mohon tambahkan opsi tampilan landscape untuk membaca koran,0.0,,,,
Mohon tambahkan opsi tampilan ringkas untuk perangkat dengan layar berukuran kecil,0.0,,,,
Mohon tambahkan opsi tampilan yang lebih ringkas untuk perangkat dengan layar kecil,0.0,,,,
Mohon tambahkan opsi tema gelap atau warna lain selain putih untuk variasi tampilan aplikasi,0.0,,,,
Mohon tambahkan opsi tema gelap atau warna lain untuk variasi tampilan antarmuka,0.0,,,,
Mohon tambahkan opsi tema warna lain selain putih agar ada variasi dalam tampilan aplikasi.,0.0,,,,
Mohon tambahkan opsi untuk memperbesar ukuran huruf di aplikasi ini,0.0,,,,
Mohon terus jaga objektivitas berita dan hindari judul sensasional,,,,0.0,
Mohon tingkatkan cakupan berita dari berbagai daerah di luar Jawa agar distribusi konten lebih seimbang.,,,,0.0,
Mohon tingkatkan frekuensi update berita sektor ekonomi dan bisnis setiap harinya,,,,0.0,
"Mohon tingkatkan liputan berita ekonomi dan bisnis dengan detail yang lebih mendalam, sehingga Kompas.id bisa menjadi satu-satunya sumber informasi lengkap untuk semua aspek kehidupan dalam satu aplikasi.",,,,0.0,
Mohon tingkatkan penyajian berita dengan lebih banyak menggunakan infografis dan visualisasi data yang informatif.,,,,0.0,
Mohon untuk memperluas cakupan berita tentang usaha kecil dan menengah di indonesia.,,,,0.0,
"Mohon untuk mempermudah proses pembayaran langganan di kompas.id, apakah bisa ditambahkan fitur pembayaran otomatis atau one click payment, dan juga minta prosesnya lebih cepat setelah transaksi selesai karena saat ini harus menunggu lama untuk aktivasi akun, plus tidak perlu isi formulir identitas berulang kali setiap kali berlangganan ulang.",,,0.0,,
Mudah-mudahan di update berikutnya ada opsi untuk memperbesar ukuran huruf,0.0,,,,
"Mungkin bisa tambah metode pembayaran buat langganan, kayak pake voucher google play atau sejenisnya.",,,0.0,,
"Navbar bawah di e-paper nggak bisa disembunyikan, jadi malah nutup konten bagian bawah",-1.0,,,,
"Navigasi antar halaman di aplikasi ini terasa smooth dan ga berat, responsifnya mantap banget.",1.0,,,,
"Navigasi aplikasinya ribet banget, tampilannya berantakan, dan enggak support mode landscape sama sekali.",-1.0,,,,
"Navigasi di menu fotografi terlalu berantakan, harusnya dipisahin antara foto cerita, galeri, dan klinik foto kayak di website biar lebih rapi dan gampang dicari.",-1.0,,,,
"Navigasi landscape masih belum bisa, terus aplikasi sering crash di iPad. Kapan sih Kompas bakal benerin tampilan ini? 🙄",-1.0,,,,
"Navigasi portrait terlalu sempit bikin tampilan jadi tidak nyaman, terus ga ada dark mode jadi silau banget kalo dibuka malam hari.",-1.0,,,,
"Oke, aplikasi bagus. Saya bisa menikmati e-paper di iPad saya. :D",,1.0,,,
"Paham sih kalo berita berkualitas butuh investasi besar, tapi buat yang belum siap bayar bisa coba aplikasi berita gratis dulu sebelum ambil paket premium Kompas.",,,0.0,,
"Pakai voucher My Value buat langganan jadi gratis dari poin, dan hasilnya worth it bgt! Baca berita tanpa iklan sama sekali lebih nyaman dan mata ga capek dibanding versi gratisan yang penuh banner iklan mana-mana.",,,1.0,,
"Pakai voucher My Value buat langganan jadi gratis dari poin, dan honestly worth it banget! Baca berita tanpa iklan jauh lebih nyaman dan mata ga lelah dibanding versi gratis yang penuh iklan.",,,1.0,,
"Pakai voucher dr My Value jadi gratis dari poin, dan bener2 worth it bgt!! Baca berita tanpa iklan itu jauh lebih nyaman dan mata ga capek, jauh beda sama versi gratis yg penuh iklan mulu.",,,1.0,,
"Paket berlangganan mahal banget padahal konten masih penuh iklan, rugi deh bayar segala.",,,-1.0,,
"Paket berlangganan udah include e-paper gratis, mantap banget nilainya",,,1.0,,
"Paket berlangganannya terlalu mahal, mending kalo sekali bayar aja dengan harga 30ribu gitu sih",,,-1.0,,
"Paket berlangganannya worth it bgt, dapet akses semua fitur keren plus game edukatif dr kompas muda, highly recommended dah buat anak muda!",,,1.0,,
"Paket langganan udah include e-paper gratis, mantap bgt",,,1.0,,
Paket tahunan dengan harga terjangkau bikin saya senang banget berlangganan,,,1.0,,
"Parah banget aplikasi nya, cuma dikasih baca beberapa artikel terus langsung diminta bayar.",,,-1.0,,
"Paywallnya berat banget, tiap artikel berita mesti bayar. Sayang sih, banyak platform berita lain yang gratis kok, mending kesana aja daripada keluar uang.",,,-1.0,,
"Paywallnya bikin kesel, mau baca berita aja udah disuruh bayar, ga jelas sistemnya🤬",,,-1.0,,
Pembayaran langganan langsung diproses dan akun premium bisa langsung digunakan tanpa perlu menunggu lama.,,,1.0,,
"Pemberitaannya ga netral bgt, selalu berpihak ke salah satu pihak, payah deh...langsung aku uninstall.",,,,-1.0,
"Pemberitaannya ga objektif dan banyak yg hoax, semuanya kayak dibuat buat kepentingan golongan tertentu aja.",,,,-1.0,
"Pemberitaannya masih banyak yg berpihak, jauh dari netral. Itu masalahnya.",,,,-1.0,
"Pemberitaannya masih banyak yg terasa berpihak, belum bener2 netral dan objektif dalam menyajikan berita.",,,,-1.0,
"Pengen berhenti langganan Kompas e-paper, udah lama bayar tapi jadi kesel bgt sama sistemnya.",,,-1.0,,
"Pengen langganan tp aplikasinya error terus, ga bisa proses. Tolong diperbaiki!!",,,,,-1.0
Pengen tahu lebih detail tentang pilihan paket berlangganan yang tersedia sebelum memutuskan,,,0.0,,
Pengin tahu dulu paket langganan mana yg paling sesuai sebelum subscribe,,,0.0,,
"Penulis di Kompasiana perlu filter yg lebih ketat, banyak artikel yg ga bermutu dan asal-asalan aja nih",,,,-1.0,
"Promo awal untuk member baru terbilang menguntungkan, sangat memudahkan",,,1.0,,
"Promo flash-nya murah banget, langsung aku ambil kesempatan itu",,,1.0,,
"Promo tahunan Kompas.id super terjangkau, senang deh dapet harga semurah ini",,,1.0,,
"Promo tahunan yg lalu terlalu menggiurkan, langsung saya ambil tanpa pikir panjang",,,1.0,,
"Proses aktivasi akun premium super cepat, langsung bisa dipakai setelah pembayaran berhasil tanpa perlu tunggu lama.",,,1.0,,
Proses aktivasi premium super cepat langsung bisa dibaca berita eksklusif setelah bayar selesai,,,1.0,,
"Proses autentikasi via Google lancar banget, ga perlu verifikasi berkali-kali",,,,,1.0
"Proses checkout berlangganan pake voucher blibli di kompas super ribet bgt, loading terus menerus, pas mau bayar malah redirect ke halaman awal, voucher 70rb ilang gitu aja padahal belum selesai transaksi, sistem bilang udah terpakai tp aku ga sempet selesaiin checkout, aplikasi nya benar2 payah dan merugikan, jadi kapok deh beli voucher lewat app kompas, minta pertanggungjawaban dong!!",,,,,-1.0
Proses login nya ribet banget sih,,,,,-1.0
"Proses login pake email sama password ribet banget, jadi males buat akun baru deh mending uninstall aja",,,,,-1.0
"Proses pembayaran langganan di aplikasi ini benar-benar kacau, loading terus menerus sampai akhirnya gagal checkout, padahal vocer saya 70rb udah kepotong tapi subscription ga jadi aktif, rugi banget deh, aplikasi ini ga bisa dipercaya buat transaksi berlangganan, jangan sampai kejadian sama kalian.",,,-1.0,,
"Prosesnya ribet banget, mau cancel langganan aja susah, instruksinya ga jelas, udah ngikutin tapi tetap bingung. Seharusnya simple cuma klik doang, tapi malah bikin frustasi. Jangan download kalo cuma pengen coba-coba aja.",,,-1.0,,
Puas banget dapet penawaran langganan tahunan dengan harga yang terjangkau,,,1.0,,
"QR code dari koran cetak kompas selalu error, padahal sudah dipastikan edisi hari ini. Ini udah berlangsung lebih dari 3 hari dan sangat mengganggu.",,,,,-1.0
"Redaksi ga transparan, berita bisa dipengaruhi uang.",,,,-1.0,
"Redaksi kayaknya ga netral, beritanya bisa dipengaruhi uang.",,,,-1.0,
"Respon cepat dari tim support, aplikasinya jalan lancar 👍",,,,,1.0
Responsif banget dalam menangani masalah teknis pengguna,,,,,1.0
